event_id,venue_id,zone_id,timestamp,timestep_index
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 19:20,112
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 19:25,113
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 19:30,114
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 19:35,115
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 19:40,116
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 19:45,117
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 19:50,118
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 19:55,119
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 20:00,120
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 20:05,121
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 20:10,122
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 20:15,123
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 20:20,124
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 20:25,125
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 20:30,126
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 20:35,127
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 20:40,128
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 20:45,129
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 20:50,130
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 20:55,131
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 21:00,132
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 21:05,133
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 21:10,134
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 21:15,135
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 21:20,136
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 21:25,137
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 21:30,138
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 21:35,139
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 21:40,140
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 21:45,141
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 21:50,142
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 21:55,143
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 22:00,144
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 22:05,145
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 22:10,146
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 22:15,147
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 22:20,148
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 22:25,149
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 22:30,150
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 22:35,151
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 22:40,152
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 22:45,153
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 22:50,154
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 22:55,155
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 23:00,156
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 23:05,157
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 23:10,158
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 23:15,159
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 23:20,160
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 23:25,161
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 23:30,162
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 23:35,163
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 23:40,164
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 23:45,165
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 23:50,166
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 23:55,167
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 00:00,168
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 00:05,169
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 00:10,170
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 00:15,171
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 00:20,172
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 00:25,173
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 00:30,174
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 00:35,175
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 00:40,176
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 00:45,177
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 00:50,178
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 00:55,179
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 01:00,180
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 01:05,181
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 01:10,182
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 01:15,183
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 01:20,184
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 01:25,185
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 01:30,186
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 01:35,187
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 01:40,188
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 01:45,189
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 01:50,190
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 01:55,191
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 02:00,192
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 02:05,193
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 02:10,194
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 02:15,195
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 02:20,196
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 02:25,197
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 02:30,198
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 02:35,199
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 02:40,200
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 02:45,201
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 02:50,202
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 02:55,203
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 03:00,204
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 03:05,205
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 03:10,206
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 03:15,207
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 03:20,208
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 03:25,209
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 03:30,210
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 03:35,211
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 03:40,212
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 03:45,213
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 03:50,214
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 03:55,215
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 04:00,216
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 04:05,217
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 04:10,218
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 04:15,219
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 04:20,220
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 04:25,221
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 04:30,222
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 04:35,223
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 04:40,224
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 04:45,225
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 04:50,226
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 04:55,227
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 05:00,228
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 05:05,229
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 05:10,230
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 05:15,231
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 05:20,232
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 05:25,233
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 05:30,234
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 05:35,235
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 05:40,236
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 05:45,237
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 05:50,238
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 05:55,239
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 06:00,240
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 06:05,241
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 06:10,242
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 06:15,243
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 06:20,244
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 06:25,245
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 06:30,246
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 06:35,247
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 06:40,248
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 06:45,249
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 06:50,250
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 06:55,251
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 07:00,252
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 07:05,253
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 07:10,254
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 07:15,255
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 07:20,256
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 07:25,257
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 07:30,258
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 07:35,259
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 07:40,260
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 07:45,261
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 07:50,262
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 07:55,263
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 08:00,264
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 08:05,265
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 08:10,266
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 08:15,267
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 08:20,268
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 08:25,269
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 08:30,270
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 08:35,271
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 08:40,272
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 08:45,273
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 08:50,274
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 08:55,275
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 09:00,276
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 09:05,277
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-16 09:10,278
